label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32
0,0.5094188451766968,0.2894895672798157,0.503642737865448,0.2751922309398651,0.5032246112823486,0.274078369140625,0.5026408433914185,0.27311673760414124,0.5027506947517395,0.27923452854156494,0.5017103552818298,0.2808627188205719,0.5005553960800171,0.28265562653541565,0.49826881289482117,0.2781123220920563,0.4974171817302704,0.28734779357910156,0.5116764903068542,0.30134254693984985,0.509920597076416,0.3043258786201477,0.49786797165870667,0.34979066252708435,0.5166974663734436,0.3430885076522827,0.5110176801681519,0.4877104163169861,0.5180424451828003,0.45252349972724915,0.5177412033081055,0.492430180311203,0.5177082419395447,0.4868095815181732,0.5149025917053223,0.49900078773498535,0.517490804195404,0.49850600957870483,0.5204413533210754,0.4859485328197479,0.516784131526947,0.49369779229164124,0.5229017734527588,0.48277395963668823,0.5148342847824097,0.48937734961509705,0.5206915736198425,0.566190779209137,0.5148671865463257,0.5587549805641174,0.5336624979972839,0.7280806303024292,0.4783046841621399,0.7227617502212524,0.5984376668930054,0.8914872407913208,0.46053728461265564,0.9097208380699158,0.5980140566825867,0.9171910285949707,0.4541654586791992,0.9389172792434692,0.5776326060295105,0.9430926442146301,0.49310728907585144,0.9318953156471252
0,0.5072000026702881,0.28884702920913696,0.5028761625289917,0.2738026976585388,0.5028817057609558,0.2725909352302551,0.502604067325592,0.2715127766132355,0.5008647441864014,0.27852657437324524,0.49940603971481323,0.2804761826992035,0.4976876676082611,0.2825183868408203,0.49988114833831787,0.27674776315689087,0.4943702518939972,0.28748619556427,0.5102679133415222,0.3006044030189514,0.5082648992538452,0.30427396297454834,0.49743935465812683,0.3492182195186615,0.5061141848564148,0.347079336643219,0.5080704092979431,0.47583070397377014,0.5029943585395813,0.4525860548019409,0.5171738862991333,0.4939796030521393,0.5045410394668579,0.4881010949611664,0.5155942440032959,0.5057617425918579,0.5068875551223755,0.5004702806472778,0.5205891728401184,0.4952869415283203,0.507301390171051,0.4940895438194275,0.5227678418159485,0.4899126887321472,0.5051319003105164,0.48939457535743713,0.5212907195091248,0.5661785006523132,0.50981205701828,0.560661792755127,0.5346004366874695,0.7293069362640381,0.4785155951976776,0.7248226404190063,0.5860661268234253,0.8920944333076477,0.460481733083725,0.9095879793167114,0.5935733318328857,0.9170473217964172,0.4527975618839264,0.9389021396636963,0.5776181817054749,0.9427875876426697,0.4940892457962036,0.9339222311973572
0,0.5066295862197876,0.28933683037757874,0.5017427802085876,0.2742147147655487,0.5016950368881226,0.2729533016681671,0.5014552474021912,0.27181434631347656,0.5003873109817505,0.2787300944328308,0.4991622269153595,0.2805795669555664,0.49768921732902527,0.2825557291507721,0.4994371235370636,0.2767508625984192,0.49451935291290283,0.2874966263771057,0.5096837282180786,0.300579696893692,0.5082321763038635,0.30425363779067993,0.49015384912490845,0.3511270582675934,0.5074179768562317,0.3473137319087982,0.5001336336135864,0.47645094990730286,0.5053684711456299,0.4526199400424957,0.511081874370575,0.49398666620254517,0.5010020136833191,0.4885168671607971,0.5104526281356812,0.5052820444107056,0.5067156553268433,0.5004410743713379,0.5161371827125549,0.4944668710231781,0.5059817433357239,0.4940471947193146,0.5178665518760681,0.48955774307250977,0.5035737752914429,0.4893832206726074,0.5182372331619263,0.5675995945930481,0.5077461004257202,0.5614488124847412,0.5385815501213074,0.7297618389129639,0.4785178303718567,0.725965142250061,0.587354838848114,0.8930810689926147,0.4603930115699768,0.909477710723877,0.5939070582389832,0.9170025587081909,0.4522518515586853,0.938903272151947,0.5796266794204712,0.9422949552536011,0.49451905488967896,0.9342503547668457
0,0.5067209005355835,0.2907591760158539,0.5017575621604919,0.2758459150791168,0.5016785860061646,0.2747402787208557,0.5014312267303467,0.2737143933773041,0.500436544418335,0.2793315649032593,0.49922218918800354,0.2807968556880951,0.49793586134910583,0.2825715243816376,0.4994369149208069,0.27690356969833374,0.49507561326026917,0.28721243143081665,0.5096848011016846,0.30117714405059814,0.5083001255989075,0.30438464879989624,0.4881420433521271,0.35242459177970886,0.5068260431289673,0.3475211262702942,0.49754926562309265,0.4815937280654907,0.5054473280906677,0.4534415900707245,0.5117824673652649,0.49897512793540955,0.5038880109786987,0.4891681373119354,0.5117604732513428,0.50876384973526,0.5080134868621826,0.5037683844566345,0.5184551477432251,0.4977755546569824,0.5073431730270386,0.4970008432865143,0.5189997553825378,0.49312761425971985,0.5049088597297668,0.49214625358581543,0.5140323638916016,0.5693676471710205,0.5043385624885559,0.5618618726730347,0.5383784770965576,0.7297563552856445,0.47899743914604187,0.7267534732818604,0.5744221806526184,0.8958849906921387,0.46052056550979614,0.909469485282898,0.579055666923523,0.9197378158569336,0.45213302969932556,0.9391676783561707,0.5753987431526184,0.9467721581459045,0.49920088052749634,0.9360074400901794
0,0.5066340565681458,0.2907496690750122,0.5014117360115051,0.27576425671577454,0.5013913512229919,0.2746029794216156,0.5012385845184326,0.27349787950515747,0.5001131892204285,0.279365211725235,0.4990362823009491,0.2808961868286133,0.4978685677051544,0.28272226452827454,0.49942460656166077,0.2768324017524719,0.4951459467411041,0.28757140040397644,0.5096991658210754,0.30101099610328674,0.5083194971084595,0.3044177293777466,0.48927444219589233,0.3524298369884491,0.506231427192688,0.3491531014442444,0.501209557056427,0.4827887713909149,0.5066710710525513,0.45593130588531494,0.512112557888031,0.49111396074295044,0.5047385692596436,0.49104365706443787,0.5150601863861084,0.5082693696022034,0.5102653503417969,0.5064408183097839,0.5206615924835205,0.49761176109313965,0.5099574327468872,0.49956682324409485,0.5209947824478149,0.49281537532806396,0.5069642663002014,0.49435141682624817,0.5146527886390686,0.569303572177887,0.5044242143630981,0.5619086027145386,0.5349751114845276,0.7302080988883972,0.47993022203445435,0.7273802757263184,0.5771995782852173,0.8958949446678162,0.46116262674331665,0.9101566672325134,0.5831063389778137,0.9196531772613525,0.4523237645626068,0.9393442869186401,0.5760824084281921,0.9466264247894287,0.4993489980697632,0.9363759160041809
0,0.5066065788269043,0.2865069508552551,0.5013509392738342,0.2737504541873932,0.5012875199317932,0.27282750606536865,0.5011179447174072,0.2718876898288727,0.5001423358917236,0.27687543630599976,0.49927136301994324,0.278242290019989,0.49845626950263977,0.27982980012893677,0.49940571188926697,0.27594706416130066,0.49590691924095154,0.2855110466480255,0.5096380114555359,0.29879313707351685,0.5083423852920532,0.3016675114631653,0.48626214265823364,0.3524690270423889,0.5085060596466064,0.34743091464042664,0.4978925883769989,0.4836987555027008,0.519574761390686,0.4566902220249176,0.5154860615730286,0.49554890394210815,0.5115994215011597,0.4980725944042206,0.5200590491294861,0.5084658861160278,0.5164588689804077,0.5116769671440125,0.5258265137672424,0.49774181842803955,0.5152952075004578,0.5060687065124512,0.5254061222076416,0.4929787516593933,0.5132097005844116,0.5002452731132507,0.5143499970436096,0.5695849657058716,0.5051593780517578,0.5623767375946045,0.5352165102958679,0.7307031154632568,0.48049864172935486,0.7282742261886597,0.5771472454071045,0.8961424827575684,0.4610786736011505,0.9103481769561768,0.5825716853141785,0.9195749759674072,0.4502604305744171,0.939392626285553,0.5763185620307922,0.9465311765670776,0.4989446699619293,0.9363584518432617
0,0.5043897032737732,0.2853853404521942,0.49918752908706665,0.27307841181755066,0.4991288483142853,0.2721264362335205,0.49850043654441833,0.2711927592754364,0.4985285997390747,0.2763632833957672,0.49801626801490784,0.2777516841888428,0.49750789999961853,0.2793116867542267,0.4973351061344147,0.27527493238449097,0.495787113904953,0.28464287519454956,0.5084900259971619,0.2969873249530792,0.5076980590820312,0.29991409182548523,0.48496514558792114,0.3524480164051056,0.5133413672447205,0.34586283564567566,0.49671557545661926,0.4913063943386078,0.5257197618484497,0.4593793749809265,0.5155112147331238,0.502901017665863,0.5144944190979004,0.5021958351135254,0.5195598006248474,0.51179438829422,0.5175870656967163,0.5220047831535339,0.5253667235374451,0.5005986094474792,0.5159005522727966,0.5177711844444275,0.5253251791000366,0.49597135186195374,0.5140353441238403,0.5117922425270081,0.5142953395843506,0.5699355006217957,0.505294144153595,0.5626296997070312,0.5378044843673706,0.7322811484336853,0.4818766713142395,0.7288431525230408,0.5966041684150696,0.8959238529205322,0.46092233061790466,0.9103052020072937,0.590844452381134,0.9195247292518616,0.44901415705680847,0.9392095804214478,0.581716775894165,0.9464338421821594,0.4986740052700043,0.9360989928245544
0,0.5004388093948364,0.2797705829143524,0.49933040142059326,0.2701680064201355,0.49922940135002136,0.26963043212890625,0.49857038259506226,0.26901790499687195,0.49869996309280396,0.27209359407424927,0.49831029772758484,0.27280497550964355,0.497984379529953,0.273734450340271,0.49737128615379333,0.2738358974456787,0.4958699345588684,0.28021761775016785,0.5083510279655457,0.29577144980430603,0.5075603723526001,0.2974589467048645,0.4850730895996094,0.35247769951820374,0.5148339867591858,0.34379473328590393,0.4976336658000946,0.48724398016929626,0.5248021483421326,0.45759937167167664,0.5192351937294006,0.5026581287384033,0.5160125494003296,0.5012205839157104,0.5239192247390747,0.5119743347167969,0.5199759602546692,0.5192261338233948,0.5291685461997986,0.5009170174598694,0.5178521275520325,0.514625608921051,0.5292848348617554,0.49598777294158936,0.5157870650291443,0.5091367363929749,0.5143324136734009,0.5699925422668457,0.5057375431060791,0.5627875924110413,0.540746808052063,0.7268748879432678,0.48314955830574036,0.7288576364517212,0.6017594933509827,0.8958439826965332,0.46070995926856995,0.9104545712471008,0.5923499464988708,0.9197638034820557,0.4485423266887665,0.9392096996307373,0.5847204327583313,0.946354866027832,0.4985051453113556,0.9360700249671936
0,0.5022539496421814,0.27686449885368347,0.49975866079330444,0.2669215798377991,0.4996137022972107,0.26686692237854004,0.4987097680568695,0.2664579451084137,0.4990420937538147,0.26849043369293213,0.4984772503376007,0.2693813741207123,0.4980469048023224,0.2702842652797699,0.49575281143188477,0.2729726731777191,0.4927491545677185,0.27858585119247437,0.5083524584770203,0.29226455092430115,0.5074859857559204,0.2934374213218689,0.48572391271591187,0.3530367910861969,0.5112955570220947,0.34385600686073303,0.4977571368217468,0.4839484989643097,0.5235880613327026,0.45458611845970154,0.5187147855758667,0.49025416374206543,0.5164889097213745,0.4885563552379608,0.5230774879455566,0.5011547803878784,0.5246576070785522,0.4970255494117737,0.5277413725852966,0.4869384169578552,0.5222828984260559,0.48959898948669434,0.5282126665115356,0.4828629195690155,0.519473135471344,0.4857681393623352,0.5112870931625366,0.5706235766410828,0.5020732283592224,0.5636577010154724,0.5403937697410583,0.7298551201820374,0.48406943678855896,0.7295606732368469,0.5864670872688293,0.8973011374473572,0.45972833037376404,0.9104762077331543,0.5874149799346924,0.9201700091362,0.4456217885017395,0.9391330480575562,0.58455491065979,0.9457817077636719,0.49876829981803894,0.936778724193573
0,0.5041010975837708,0.2754793167114258,0.5036117434501648,0.2656508982181549,0.5016165375709534,0.2660636901855469,0.501295804977417,0.2659260630607605,0.502424418926239,0.26648983359336853,0.5015894174575806,0.26724496483802795,0.5009305477142334,0.26791101694107056,0.49628645181655884,0.27300897240638733,0.4928906261920929,0.2774195671081543,0.508337140083313,0.29083529114723206,0.5071772336959839,0.2917419672012329,0.4888862371444702,0.35937854647636414,0.5093550086021423,0.3439040780067444,0.5018460154533386,0.4764341115951538,0.5234005451202393,0.45041629672050476,0.5186134576797485,0.48304951190948486,0.5240098237991333,0.47776952385902405,0.5260337591171265,0.497787743806839,0.5269785523414612,0.4887353479862213,0.5290229320526123,0.48295068740844727,0.524932861328125,0.48033905029296875,0.5296779274940491,0.4785965383052826,0.5220896601676941,0.47605064511299133,0.5116300582885742,0.5713698267936707,0.5023941397666931,0.564024806022644,0.5427753329277039,0.7270808219909668,0.4865151345729828,0.7300542593002319,0.5856307744979858,0.9015040397644043,0.46020084619522095,0.9109143018722534,0.5877940058708191,0.9240372776985168,0.4461701214313507,0.939734697341919,0.5842920541763306,0.9461260437965393,0.5009267926216125,0.9362873435020447
